frame.time,ip.src,udp.dstport
"2011-01-01 00:01:43","60.161.78.155","1434"
"2011-01-01 00:02:49","222.170.66.195","1434"
"2011-01-01 00:08:00","211.138.238.198","1434"
"2011-01-01 00:11:08","60.161.78.155","1434"
"2011-01-01 00:17:14","211.138.238.198","1434"
"2011-01-01 00:17:55","122.154.101.47","1434"
"2011-01-01 00:26:28","211.138.238.198","1434"
"2011-01-01 00:30:53","217.149.5.169","1434"
"2011-01-01 00:33:02","24.155.12.191","1434"
"2011-01-01 00:35:42","211.138.238.198","1434"
"2011-01-01 00:39:26","60.161.78.155","1434"
"2011-01-01 00:44:56","211.138.238.198","1434"
"2011-01-01 00:45:48","122.154.101.47","1434"
"2011-01-01 00:48:50","60.161.78.155","1434"
"2011-01-01 00:54:10","211.138.238.198","1434"
"2011-01-01 00:58:15","60.161.78.155","1434"
"2011-01-01 00:59:16","200.73.17.132","1434"
"2011-01-01 01:03:24","211.138.238.198","1434"
"2011-01-01 01:04:09","89.218.92.21","1434"
"2011-01-01 01:07:40","60.161.78.155","1434"
"2011-01-01 01:12:38","211.138.238.198","1434"
"2011-01-01 01:13:39","122.154.101.47","1434"
"2011-01-01 01:21:52","211.138.238.198","1434"
"2011-01-01 01:26:30","60.161.78.155","1434"
"2011-01-01 01:30:17","200.203.126.103","1434"
"2011-01-01 01:31:06","211.138.238.198","1434"
"2011-01-01 01:35:55","60.161.78.155","1434"
"2011-01-01 01:40:20","211.138.238.198","1434"
"2011-01-01 01:41:32","122.154.101.47","1434"
"2011-01-01 01:49:34","211.138.238.198","1434"
"2011-01-01 01:58:49","211.138.238.198","1434"
"2011-01-01 02:08:03","211.138.238.198","1434"
"2011-01-01 02:09:19","122.154.101.47","1434"
"2011-01-01 02:14:00","217.149.5.169","1434"
"2011-01-01 02:17:17","211.138.238.198","1434"
"2011-01-01 02:22:58","60.161.78.155","1434"
"2011-01-01 02:26:31","211.138.238.198","1434"
"2011-01-01 02:32:23","60.161.78.155","1434"
"2011-01-01 02:35:45","211.138.238.198","1434"
"2011-01-01 02:37:07","122.154.101.47","1434"
"2011-01-01 02:44:59","211.138.238.198","1434"
"2011-01-01 02:45:51","203.174.36.146","1434"
"2011-01-01 02:51:12","60.161.78.155","1434"
"2011-01-01 02:54:13","211.138.238.198","1434"
"2011-01-01 03:03:27","211.138.238.198","1434"
"2011-01-01 03:04:52","122.154.101.47","1434"
"2011-01-01 03:12:41","211.138.238.198","1434"
"2011-01-01 03:19:29","60.161.78.155","1434"
"2011-01-01 03:21:49","222.124.23.164","1434"
"2011-01-01 03:21:55","211.138.238.198","1434"
"2011-01-01 03:28:54","60.161.78.155","1434"
"2011-01-01 03:31:12","211.138.238.198","1434"
"2011-01-01 03:32:44","122.154.101.47","1434"
"2011-01-01 03:38:18","60.161.78.155","1434"
"2011-01-01 03:40:26","211.138.238.198","1434"
"2011-01-01 03:49:40","211.138.238.198","1434"
"2011-01-01 03:54:30","217.149.5.169","1434"
"2011-01-01 03:58:54","211.138.238.198","1434"
"2011-01-01 04:00:37","122.154.101.47","1434"
"2011-01-01 04:08:08","211.138.238.198","1434"
"2011-01-01 04:10:54","24.44.255.31","1434"
"2011-01-01 04:17:22","211.138.238.198","1434"
"2011-01-01 04:23:21","78.8.177.34","1434"
"2011-01-01 04:26:36","211.138.238.198","1434"
"2011-01-01 04:27:39","94.242.151.92","1434"
"2011-01-01 04:28:26","122.154.101.47","1434"
"2011-01-01 04:35:50","211.138.238.198","1434"
"2011-01-01 04:44:10","60.161.78.155","1434"
"2011-01-01 04:45:04","211.138.238.198","1434"
"2011-01-01 04:53:36","60.161.78.155","1434"
"2011-01-01 04:54:19","211.138.238.198","1434"
"2011-01-01 04:56:18","122.154.101.47","1434"
"2011-01-01 05:03:00","60.161.78.155","1434"
"2011-01-01 05:03:33","211.138.238.198","1434"
"2011-01-01 05:12:25","60.161.78.155","1434"
"2011-01-01 05:12:47","211.138.238.198","1434"
"2011-01-01 05:22:01","211.138.238.198","1434"
"2011-01-01 05:24:07","122.154.101.47","1434"
"2011-01-01 05:31:18","211.138.238.198","1434"
"2011-01-01 05:36:06","217.149.5.169","1434"
"2011-01-01 05:40:36","211.138.238.198","1434"
"2011-01-01 05:49:50","211.138.238.198","1434"
"2011-01-01 05:52:00","122.154.101.47","1434"
"2011-01-01 05:59:04","211.138.238.198","1434"
"2011-01-01 05:59:29","60.161.78.155","1434"
"2011-01-01 06:05:53","85.228.139.144","1434"
"2011-01-01 06:08:18","211.138.238.198","1434"
"2011-01-01 06:17:32","211.138.238.198","1434"
"2011-01-01 06:19:55","122.154.101.47","1434"
"2011-01-01 06:26:46","211.138.238.198","1434"
"2011-01-01 06:27:43","60.161.78.155","1434"
"2011-01-01 06:36:00","211.138.238.198","1434"
"2011-01-01 06:45:14","211.138.238.198","1434"
"2011-01-01 06:46:32","60.161.78.155","1434"
"2011-01-01 06:47:53","122.154.101.47","1434"
"2011-01-01 06:54:28","211.138.238.198","1434"
"2011-01-01 07:03:42","211.138.238.198","1434"
"2011-01-01 07:12:56","211.138.238.198","1434"
"2011-01-01 07:14:50","60.161.78.155","1434"
"2011-01-01 07:15:46","122.154.101.47","1434"
"2011-01-01 07:17:05","217.149.5.169","1434"
"2011-01-01 07:22:13","211.138.238.198","1434"
"2011-01-01 07:24:14","60.161.78.155","1434"
"2011-01-01 07:31:27","211.138.238.198","1434"
"2011-01-01 07:40:41","211.138.238.198","1434"
"2011-01-01 07:43:40","122.154.101.47","1434"
"2011-01-01 07:49:56","211.138.238.198","1434"
"2011-01-01 07:52:31","60.161.78.155","1434"
"2011-01-01 07:52:41","200.73.17.132","1434"
"2011-01-01 07:59:10","211.138.238.198","1434"
"2011-01-01 08:01:56","60.161.78.155","1434"
"2011-01-01 08:08:24","211.138.238.198","1434"
"2011-01-01 08:11:38","122.154.101.47","1434"
"2011-01-01 08:17:38","211.138.238.198","1434"
"2011-01-01 08:20:45","60.161.78.155","1434"
"2011-01-01 08:26:52","211.138.238.198","1434"
"2011-01-01 08:30:14","60.161.78.155","1434"
"2011-01-01 08:36:06","211.138.238.198","1434"
"2011-01-01 08:39:33","122.154.101.47","1434"
"2011-01-01 08:39:38","60.161.78.155","1434"
"2011-01-01 08:45:20","211.138.238.198","1434"
"2011-01-01 08:49:03","60.161.78.155","1434"
"2011-01-01 08:54:34","211.138.238.198","1434"
"2011-01-01 08:56:59","217.149.5.169","1434"
"2011-01-01 08:58:28","60.161.78.155","1434"
"2011-01-01 09:03:48","211.138.238.198","1434"
"2011-01-01 09:07:25","122.154.101.47","1434"
"2011-01-01 09:07:52","60.161.78.155","1434"
"2011-01-01 09:13:02","211.138.238.198","1434"
"2011-01-01 09:17:18","60.161.78.155","1434"
"2011-01-01 09:22:16","211.138.238.198","1434"
"2011-01-01 09:26:43","60.161.78.155","1434"
"2011-01-01 09:31:34","211.138.238.198","1434"
"2011-01-01 09:35:21","122.154.101.47","1434"
"2011-01-01 09:40:48","211.138.238.198","1434"
"2011-01-01 09:45:35","60.161.78.155","1434"
"2011-01-01 09:50:02","211.138.238.198","1434"
"2011-01-01 09:52:28","75.151.65.221","1434"
"2011-01-01 09:55:00","60.161.78.155","1434"
"2011-01-01 09:59:16","211.138.238.198","1434"
"2011-01-01 10:03:08","122.154.101.47","1434"
"2011-01-01 10:08:30","211.138.238.198","1434"
"2011-01-01 10:17:44","211.138.238.198","1434"
"2011-01-01 10:21:21","200.73.17.132","1434"
"2011-01-01 10:22:01","200.203.126.103","1434"
"2011-01-01 10:23:14","60.161.78.155","1434"
"2011-01-01 10:26:58","211.138.238.198","1434"
"2011-01-01 10:31:03","122.154.101.47","1434"
"2011-01-01 10:32:38","60.161.78.155","1434"
"2011-01-01 10:36:12","211.138.238.198","1434"
"2011-01-01 10:38:26","217.149.5.169","1434"
"2011-01-01 10:42:03","60.161.78.155","1434"
"2011-01-01 10:45:26","211.138.238.198","1434"
"2011-01-01 10:46:06","200.73.17.132","1434"
"2011-01-01 10:51:27","60.161.78.155","1434"
"2011-01-01 10:54:41","211.138.238.198","1434"
"2011-01-01 10:58:56","122.154.101.47","1434"
"2011-01-01 11:00:52","60.161.78.155","1434"
"2011-01-01 11:03:55","211.138.238.198","1434"
"2011-01-01 11:10:17","60.161.78.155","1434"
"2011-01-01 11:13:09","211.138.238.198","1434"
"2011-01-01 11:19:41","60.161.78.155","1434"
"2011-01-01 11:22:23","211.138.238.198","1434"
"2011-01-01 11:26:52","122.154.101.47","1434"
"2011-01-01 11:29:06","60.161.78.155","1434"
"2011-01-01 11:31:37","211.138.238.198","1434"
"2011-01-01 11:38:31","60.161.78.155","1434"
"2011-01-01 11:40:46","203.174.36.146","1434"
"2011-01-01 11:40:51","211.138.238.198","1434"
"2011-01-01 11:47:55","60.161.78.155","1434"
"2011-01-01 11:50:05","211.138.238.198","1434"
"2011-01-01 11:54:42","122.154.101.47","1434"
"2011-01-01 11:57:20","60.161.78.155","1434"
"2011-01-01 11:59:19","211.138.238.198","1434"
"2011-01-01 12:08:33","211.138.238.198","1434"
"2011-01-01 12:17:50","211.138.238.198","1434"
"2011-01-01 12:21:37","217.149.5.169","1434"
"2011-01-01 12:22:31","122.154.101.47","1434"
"2011-01-01 12:27:04","211.138.238.198","1434"
"2011-01-01 12:35:16","222.124.23.164","1434"
"2011-01-01 12:36:18","211.138.238.198","1434"
"2011-01-01 12:45:32","211.138.238.198","1434"
"2011-01-01 12:53:52","60.161.78.155","1434"
"2011-01-01 12:54:47","211.138.238.198","1434"
"2011-01-01 13:03:16","60.161.78.155","1434"
"2011-01-01 13:04:01","211.138.238.198","1434"
"2011-01-01 13:12:41","60.161.78.155","1434"
"2011-01-01 13:13:15","211.138.238.198","1434"
"2011-01-01 13:15:08","122.154.101.47","1434"
"2011-01-01 13:22:06","60.161.78.155","1434"
"2011-01-01 13:22:29","211.138.238.198","1434"
"2011-01-01 13:31:30","60.161.78.155","1434"
"2011-01-01 13:31:43","211.138.238.198","1434"
"2011-01-01 13:40:57","211.138.238.198","1434"
"2011-01-01 13:43:04","122.154.101.47","1434"
"2011-01-01 13:44:46","222.124.23.164","1434"
"2011-01-01 13:50:12","211.138.238.198","1434"
"2011-01-01 13:50:20","60.161.78.155","1434"
"2011-01-01 13:59:26","211.138.238.198","1434"
"2011-01-01 13:59:44","60.161.78.155","1434"
"2011-01-01 14:03:58","217.149.5.169","1434"
"2011-01-01 14:07:48","122.154.101.47","1434"
"2011-01-01 14:08:42","211.138.238.198","1434"
"2011-01-01 14:09:09","60.161.78.155","1434"
"2011-01-01 14:17:56","211.138.238.198","1434"
"2011-01-01 14:18:33","60.161.78.155","1434"
"2011-01-01 14:27:13","211.138.238.198","1434"
"2011-01-01 14:27:58","60.161.78.155","1434"
"2011-01-01 14:28:00","84.38.94.195","1434"
"2011-01-01 14:35:44","122.154.101.47","1434"
"2011-01-01 14:36:28","211.138.238.198","1434"
"2011-01-01 14:37:27","60.161.78.155","1434"
"2011-01-01 14:42:42","222.124.23.164","1434"
"2011-01-01 14:44:07","89.218.92.21","1434"
"2011-01-01 14:45:42","211.138.238.198","1434"
"2011-01-01 14:46:51","60.161.78.155","1434"
"2011-01-01 14:54:56","211.138.238.198","1434"
"2011-01-01 14:56:16","60.161.78.155","1434"
"2011-01-01 14:59:48","219.159.79.11","1434"
"2011-01-01 15:03:41","122.154.101.47","1434"
"2011-01-01 15:04:10","211.138.238.198","1434"
"2011-01-01 15:05:44","60.161.78.155","1434"
"2011-01-01 15:13:25","211.138.238.198","1434"
"2011-01-01 15:15:09","60.161.78.155","1434"
"2011-01-01 15:17:27","222.124.23.164","1434"
"2011-01-01 15:20:12","211.5.151.140","1434"
"2011-01-01 15:22:39","211.138.238.198","1434"
"2011-01-01 15:29:38","122.154.101.47","1434"
"2011-01-01 15:31:53","211.138.238.198","1434"
"2011-01-01 15:33:58","60.161.78.155","1434"
